fid,nome_area,area_km2,perimetro_m,centroide_lat,centroide_lon,bbox_min_lat,bbox_min_lon,bbox_max_lat,bbox_max_lon,codigo_relint,titulo_relint,match_score,subarea_idx,subarea_nome,subarea_descricao,retencao_fluxo,baixa_visibilidade,obstaculos_urbanos,motos_bicicletas,rotas_dispersao,subarea_fechamento,conclusao_necessidades
11,Campo Grande: Estação de Trem - Calçadão,1.038,5537.0,-22.901594011557346,-43.55669759656869,-22.9076761207943,-43.5641052634254,-22.8956809399781,-43.547624397912,RI_013_2026,CAMPO GRANDE – ESTAÇÃO – CALÇADÃO,1.0,1,CALÇADÃO COMERCIAL,"O Calçadão apresenta intensa atividade comercial, grande concentração de ambulantes e circulação constante de usuários do transporte público. A dinâmica criminal predominante está relacionada a furtos e roubos rápidos contra transeuntes. O comércio sem controle e a concentração de ambulantes irregulares criam ambientes de confusão visual e tumulto que facilitam a ação de furtadores oportunistas sem que a vítima perceba imediatamente. Registrado comércio de aparelhos celulares com valores significativamente abaixo do mercado, sugerindo receptação de produtos subtraídos.",corredores do calçadão com pedestres em fluxo constante durante o horário comercial,ambulantes e estruturas irregulares criando pontos cegos para a fiscalização,barracas e mercadorias obstruindo calçadas e reduzindo espaço de circulação,bicicletas circulando no calçadão dificultam vigilância e facilitam fuga,saídas para vias secundárias e acesso à estação ferroviária,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas nos acessos ferroviários e no calçadão nos horários de pico comercial|melhoria da iluminação pública — especialmente nos trechos cobertos da estação e nas vias secundárias do entorno|fiscalização e ordenamento do comércio ambulante — regularização dos ambulantes no calçadão e nos acessos à estação|fiscalização de obstáculos urbanos — remoção de veículos de carga obstruindo visibilidade nas vias secundárias|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ, PCERJ e SuperVia"
11,Campo Grande: Estação de Trem - Calçadão,1.038,5537.0,-22.901594011557346,-43.55669759656869,-22.9076761207943,-43.5641052634254,-22.8956809399781,-43.547624397912,RI_013_2026,CAMPO GRANDE – ESTAÇÃO – CALÇADÃO,1.0,2,CORREDORES DE ÔNIBUS E VIAS SECUNDÁRIAS,"As vias secundárias próximas à estação favorecem rápida dispersão após a prática criminosa, principalmente utilizando motocicletas e circulação em meio ao fluxo intenso. A malha viária complexa do entorno, com diversas ruas de mão única e becos, cria corredores de fuga de difícil controle pelo patrulhamento convencional. A proximidade com comunidades sob influência de organizações criminosas representa vulnerabilidade geográfica adicional, dificultando a perseguição além do perímetro imediato.",corredores de ônibus com concentração de usuários nos pontos de parada,vias secundárias com iluminação precária no período noturno,veículos de carga nas vias secundárias obstruindo a visibilidade,motocicletas usadas sistematicamente como meio de fuga pós-delito,vias secundárias com acesso direto a comunidades do entorno,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas nos acessos ferroviários e no calçadão nos horários de pico comercial|melhoria da iluminação pública — especialmente nos trechos cobertos da estação e nas vias secundárias do entorno|fiscalização e ordenamento do comércio ambulante — regularização dos ambulantes no calçadão e nos acessos à estação|fiscalização de obstáculos urbanos — remoção de veículos de carga obstruindo visibilidade nas vias secundárias|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ, PCERJ e SuperVia"
12,Rio Sul,0.5698,4178.0,-22.953889665841732,-43.17743092991831,-22.9614577800136,-43.1828281643199,-22.9499586834893,-43.1727023037088,RI_014_2026,RIO SUL,1.0,0,AVENIDA LAURO MÜLLER,"A Avenida Lauro Müller apresenta elevado fluxo de pedestres e usuários do Shopping Rio Sul, hospitais e universidades. Foram identificadas áreas de sombra causadas pela arborização densa e retenção de fluxo em travessias e pontos de ônibus. A convergência de usuários de diferentes perfis — frequentadores do shopping, profissionais de saúde e estudantes — cria ambiente propício para furtos oportunistas. Veículos estacionados irregularmente nas calçadas reduzem o espaço disponível para circulação e comprometem a visibilidade do patrulhamento.",pontos de ônibus e acessos ao shopping com aglomeração constante,arborização densa criando zonas de sombra que comprometem a iluminação pública,veículos estacionados em calçadas reduzindo espaço e visibilidade,motociclistas com placas adulteradas identificados no corredor,acesso ao Túnel Alaor Prata e conexão com Botafogo,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no final da tarde, horário de maior circulação de estudantes e profissionais de saúde|melhoria da iluminação pública — especialmente nos pontos cegos das escadarias da Av. Carlos Peixoto e nos trechos arborizados da Av. Lauro Müller|poda de vegetação — redução das zonas de sombra na Av. Lauro Müller que comprometem a eficácia da iluminação pública|fiscalização de obstáculos urbanos — regularização de veículos estacionados em calçadas e estruturas que obstruem visibilidade|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e instituições de ensino e saúde do entorno"
12,Rio Sul,0.5698,4178.0,-22.953889665841732,-43.17743092991831,-22.9614577800136,-43.1828281643199,-22.9499586834893,-43.1727023037088,RI_014_2026,RIO SUL,1.0,1,AVENIDA CARLOS PEIXOTO,"A Avenida Carlos Peixoto apresenta escadarias, obstáculos urbanos e baixa visibilidade em determinados pontos, favorecendo aproximações rápidas e rotas de evasão. A topografia acidentada com escadarias cria pontos cegos fora do alcance de câmeras e patrulhamento motorizado. Os recuos e rampas da via são utilizados como pontos de esconderijo por indivíduos envolvidos em delitos oportunistas, que aproveitam a limitação de visibilidade para abordar pedestres em deslocamento.",fluxo constante de pedestres entre o shopping e as vias adjacentes,escadarias e recessos topográficos fora do alcance de câmeras,degraus e rampas impedindo patrulhamento motorizado,vias paralelas usadas como rotas de fuga verticais,escadarias oferecendo acesso a vias superiores,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no final da tarde, horário de maior circulação de estudantes e profissionais de saúde|melhoria da iluminação pública — especialmente nos pontos cegos das escadarias da Av. Carlos Peixoto e nos trechos arborizados da Av. Lauro Müller|poda de vegetação — redução das zonas de sombra na Av. Lauro Müller que comprometem a eficácia da iluminação pública|fiscalização de obstáculos urbanos — regularização de veículos estacionados em calçadas e estruturas que obstruem visibilidade|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e instituições de ensino e saúde do entorno"
12,Rio Sul,0.5698,4178.0,-22.953889665841732,-43.17743092991831,-22.9614577800136,-43.1828281643199,-22.9499586834893,-43.1727023037088,RI_014_2026,RIO SUL,1.0,2,VENCESLAU BRÁS / PASTEUR / GENERAL SEVERIANO,"O entroncamento entre essas vias concentra circulação universitária e hospitalar, principalmente no final da tarde, período com maior vulnerabilidade para furtos e roubos de celulares. A convergência de múltiplas vias cria ambiente de confusão e pontos cegos nas interseções. O perfil predominante de frequentadores — estudantes e profissionais de saúde em deslocamento rápido com equipamentos de valor — constitui alvo frequente de abordagens oportunistas, especialmente nos horários de troca de turno hospitalar.",pico de circulação universitária e hospitalar no final da tarde,convergência de vias criando pontos cegos nas interseções,ônibus e veículos de serviço obstruindo visibilidade nas esquinas,entroncamento complexo facilita fuga por múltiplas direções,três vias distintas permitindo dispersão imediata,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no final da tarde, horário de maior circulação de estudantes e profissionais de saúde|melhoria da iluminação pública — especialmente nos pontos cegos das escadarias da Av. Carlos Peixoto e nos trechos arborizados da Av. Lauro Müller|poda de vegetação — redução das zonas de sombra na Av. Lauro Müller que comprometem a eficácia da iluminação pública|fiscalização de obstáculos urbanos — regularização de veículos estacionados em calçadas e estruturas que obstruem visibilidade|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e instituições de ensino e saúde do entorno"
14,Praia de Botafogo - Rua Marquês de Abrantes,1.2036,5733.4,-22.940332599088947,-43.17874671048099,-22.9480657662206,-43.1869276082158,-22.9332126928605,-43.1707938993893,RI_015_2026,PRAIA DE BOTAFOGO – MARQUÊS DE ABRANTES,1.0,0,PRAIA DE BOTAFOGO,"A Praia de Botafogo apresenta grande fluxo de pedestres, ciclistas e usuários do transporte público, principalmente em horários de pico e períodos noturnos. A ausência de barreiras físicas na orla favorece fuga imediata dos furtadores após a ação. Frequentadores com atenção voltada ao lazer e turistas com equipamentos de valor constituem perfil de alta vulnerabilidade. A extensão da orla sem pontos de controle viabiliza a dispersão rápida em qualquer direção, dificultando a contenção após a prática do delito.",alta concentração de frequentadores nos fins de semana e feriados,trechos do aterro com iluminação insuficiente no período noturno,quiosques e estruturas de apoio criando pontos cegos na orla,criminosos em bicicleta operando na ciclofaixa da orla,extensão da orla sem barreiras viabiliza fuga imediata,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no período noturno na orla da Praia de Botafogo e nos corredores do Parque do Flamengo|melhoria da iluminação pública — especialmente nos trechos do Parque do Flamengo e entre estabelecimentos na Rua Marquês de Abrantes|poda de vegetação — redução das zonas de sombra no Parque do Flamengo que favorecem abordagens noturnas|ações de ordenamento urbano voltadas à PSR — especialmente nos trechos menos iluminados do Parque do Flamengo|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e gestão do Parque do Flamengo"
14,Praia de Botafogo - Rua Marquês de Abrantes,1.2036,5733.4,-22.940332599088947,-43.17874671048099,-22.9480657662206,-43.1869276082158,-22.9332126928605,-43.1707938993893,RI_015_2026,PRAIA DE BOTAFOGO – MARQUÊS DE ABRANTES,1.0,1,RUA MARQUÊS DE ABRANTES,"A Rua Marquês de Abrantes concentra intensa circulação comercial e integração com o metrô, favorecendo delitos oportunistas em áreas de retenção de fluxo. O corredor noturno de bares e restaurantes gera aglomerações de frequentadores com atenção reduzida para pertences pessoais. Trechos entre estabelecimentos com iluminação pública insuficiente criam zonas de baixa visibilidade que favorecem abordagens discretas. As calçadas estreitas em frente a determinados estabelecimentos forçam a proximidade entre pedestres.",aglomerações em frente a bares e restaurantes no período noturno,trechos entre estabelecimentos com iluminação pública insuficiente,mesas e estruturas de bares ocupando calçadas,roubos de celular executados por duplas em motocicleta,acesso direto ao Metrô Botafogo e conexão com o Flamengo,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no período noturno na orla da Praia de Botafogo e nos corredores do Parque do Flamengo|melhoria da iluminação pública — especialmente nos trechos do Parque do Flamengo e entre estabelecimentos na Rua Marquês de Abrantes|poda de vegetação — redução das zonas de sombra no Parque do Flamengo que favorecem abordagens noturnas|ações de ordenamento urbano voltadas à PSR — especialmente nos trechos menos iluminados do Parque do Flamengo|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e gestão do Parque do Flamengo"
14,Praia de Botafogo - Rua Marquês de Abrantes,1.2036,5733.4,-22.940332599088947,-43.17874671048099,-22.9480657662206,-43.1869276082158,-22.9332126928605,-43.1707938993893,RI_015_2026,PRAIA DE BOTAFOGO – MARQUÊS DE ABRANTES,1.0,2,CORREDORES DE LIGAÇÃO,"As conexões rápidas com Flamengo e Botafogo favorecem a dispersão imediata após a prática criminosa. O Parque do Flamengo, com grande extensão territorial e iluminação insuficiente em determinados trechos, cria corredores de risco no período noturno. A presença de população em situação de rua (PSR) nos trechos menos iluminados contribui para a sensação de insegurança e para a criação de pontos de apoio utilizados por grupos envolvidos em delitos. A ciclofaixa ao longo do corredor é utilizada como rota de fuga por furtadores.",fluxo constante de pedestres entre Botafogo e Flamengo,grandes trechos do Parque do Flamengo sem iluminação adequada à noite,vegetação densa e estruturas do parque limitando visibilidade,ciclofaixa utilizada como rota de fuga após delitos na orla,"corredor de 1,2 km conectando Botafogo ao Flamengo sem barreiras","A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com foco no período noturno na orla da Praia de Botafogo e nos corredores do Parque do Flamengo|melhoria da iluminação pública — especialmente nos trechos do Parque do Flamengo e entre estabelecimentos na Rua Marquês de Abrantes|poda de vegetação — redução das zonas de sombra no Parque do Flamengo que favorecem abordagens noturnas|ações de ordenamento urbano voltadas à PSR — especialmente nos trechos menos iluminados do Parque do Flamengo|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e gestão do Parque do Flamengo"
19,Estações São Francisco Xavier - Afonso Pena,1.6714,5721.9,-22.918777651754624,-43.21835661996962,-22.9257142152952,-43.2281884601856,-22.9111838524989,-43.2100514347362,RI_016_2026,ESTAÇÕES SÃO FRANCISCO XAVIER – AFONSO PENA,1.0,0,ESTAÇÃO SÃO FRANCISCO XAVIER,"A região da Estação São Francisco Xavier apresenta intensa circulação estudantil e comercial, principalmente em horários de entrada e saída de instituições de ensino. Foram observados pontos de retenção de pedestres próximos às escadas, travessias e pontos de ônibus. O perfil predominante de estudantes em deslocamento com equipamentos de valor — celulares, tablets e notebooks — constitui alvo frequente de furtos oportunistas nos horários de pico escolar. Bancas e comércio informal nos acessos à estação obstruem a visibilidade e dificultam o patrulhamento.",catracas e acessos com gargalos nos horários de entrada e saída escolar,corredores de acesso cobertos com iluminação insuficiente à noite,bancas e comércio informal obstruindo visibilidade nos acessos,motociclistas utilizando calçadas adjacentes como rota de fuga,múltiplas saídas para a Rua São Francisco Xavier e vias adjacentes,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à estação no horário escolar e a Praça Afonso Pena no período noturno|melhoria da iluminação pública — especialmente na Praça Afonso Pena e nas vias secundárias residenciais com iluminação precária|poda de vegetação — redução das zonas de sombra na Praça Afonso Pena que comprometem a eficácia da iluminação|fiscalização de obstáculos urbanos — regularização de bancas e comércio informal nos acessos à estação|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e MetrôRio para gestão dos fluxos de pico"
19,Estações São Francisco Xavier - Afonso Pena,1.6714,5721.9,-22.918777651754624,-43.21835661996962,-22.9257142152952,-43.2281884601856,-22.9111838524989,-43.2100514347362,RI_016_2026,ESTAÇÕES SÃO FRANCISCO XAVIER – AFONSO PENA,1.0,1,ESTAÇÃO AFONSO PENA,"O entorno da Estação Afonso Pena apresenta retenção de fluxo em travessias e áreas de ônibus, favorecendo furtos rápidos de aparelhos celulares. A praça adjacente tem histórico de presença de população em situação de rua (PSR) e uso de entorpecentes, com abordagens agressivas a pedestres e comerciantes do entorno. A vegetação da praça reduz a eficácia da iluminação pública no período noturno, criando zonas de baixa visibilidade próximas ao ponto de ônibus de alta movimentação.",ponto de ônibus de alta movimentação no entorno da praça,vegetação da praça reduzindo eficácia da iluminação pública à noite,bancos e vegetação da praça utilizados como pontos de permanência,vias adjacentes utilizadas como rotas de fuga,saídas para a Rua São Francisco Xavier e vias do bairro,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à estação no horário escolar e a Praça Afonso Pena no período noturno|melhoria da iluminação pública — especialmente na Praça Afonso Pena e nas vias secundárias residenciais com iluminação precária|poda de vegetação — redução das zonas de sombra na Praça Afonso Pena que comprometem a eficácia da iluminação|fiscalização de obstáculos urbanos — regularização de bancas e comércio informal nos acessos à estação|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e MetrôRio para gestão dos fluxos de pico"
19,Estações São Francisco Xavier - Afonso Pena,1.6714,5721.9,-22.918777651754624,-43.21835661996962,-22.9257142152952,-43.2281884601856,-22.9111838524989,-43.2100514347362,RI_016_2026,ESTAÇÕES SÃO FRANCISCO XAVIER – AFONSO PENA,1.0,2,VIAS SECUNDÁRIAS,"As vias secundárias da Tijuca permitem dispersão rápida após delitos praticados contra pedestres em deslocamento. Trechos com calçadas estreitas forçam a proximidade entre pedestres, facilitando abordagens discretas. A iluminação precária em determinadas ruas residenciais no período noturno cria corredores de risco entre as estações e os destinos finais dos pedestres. A complexa malha viária da Tijuca, com diversas ruas perpendiculares e becos, dificulta o rastreamento após a dispersão.",fluxo constante de pedestres nas vias de ligação entre as estações,iluminação precária em vias secundárias residenciais no período noturno,veículos estacionados em calçadas reduzindo visibilidade e espaço,vias secundárias usadas como corredores de fuga em motocicleta,malha viária complexa da Tijuca permitindo fuga em múltiplas direções,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à estação no horário escolar e a Praça Afonso Pena no período noturno|melhoria da iluminação pública — especialmente na Praça Afonso Pena e nas vias secundárias residenciais com iluminação precária|poda de vegetação — redução das zonas de sombra na Praça Afonso Pena que comprometem a eficácia da iluminação|fiscalização de obstáculos urbanos — regularização de bancas e comércio informal nos acessos à estação|ações integradas de ordenamento urbano — coordenação entre Força Municipal, PMERJ e MetrôRio para gestão dos fluxos de pico"
20,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia,1.3476,7870.3,-22.907175170707294,-43.18513805652455,-22.9141403181008,-43.1974822319151,-22.9009894400939,-43.1744061558548,RI_017_2026,PRESIDENTE VARGAS – CAMPO DE SANTANA – CENTRAL – CINELÂNDIA,0.857,0,AVENIDA PRESIDENTE VARGAS,"A Avenida Presidente Vargas concentra intenso fluxo de pedestres e usuários do transporte público, favorecendo furtos e roubos de celulares em pontos de ônibus e calçadas. Com extensão de 4,5 km entre a Praça da República e o Cais do Porto, a via é a principal artéria do Centro e opera como rota de escape para criminosos após ações nas ruas adjacentes. O cruzamento com a Rua Uruguaiana (altura do nº 580) funciona como ponto de escoamento de produtos subtraídos para o Camelódromo da Uruguaiana, maior polo de receptação de celulares furtados do estado, conforme identificado em investigações da Polícia Civil. Registros de roubos a pedestres com arma branca foram documentados no trecho entre os nºs 500 e 1.500, próximo ao metrô da Cidade Nova (Rua Senador Pompeu, s/n). Em 2025, mais de 5.000 furtos foram registrados no Centro — alta de 36% em relação ao período anterior, segundo dados do Instituto de Segurança Pública.",pontos de ônibus ao longo de toda a extensão da via,"trechos sob marquises, estruturas elevadas e passarelas",ambulantes irregulares obstruindo calçadas e comprometendo visibilidade,incluindo motocicletas com placas adulteradas identificadas no corredor,vias transversais a cada quadra viabilizam fuga imediata,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à Central do Brasil (07h–09h e 17h–20h) e a Praça Floriano no período noturno|melhoria da iluminação pública — especialmente nos setores internos do Campo de Santana e no entorno da Praça Floriano|poda de vegetação — redução dos pontos de sombra no Campo de Santana que favorecem abordagens e permanência de PSR|fiscalização e ordenamento do comércio irregular — ações específicas no Camelódromo da Uruguaiana e nos acessos à Central do Brasil|ações integradas de ordenamento urbano — coordenação permanente entre Força Municipal, PMERJ, PCERJ e SEOP, com operações abrangendo o eixo completo do perímetro"
20,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia,1.3476,7870.3,-22.907175170707294,-43.18513805652455,-22.9141403181008,-43.1974822319151,-22.9009894400939,-43.1744061558548,RI_017_2026,PRESIDENTE VARGAS – CAMPO DE SANTANA – CENTRAL – CINELÂNDIA,0.857,1,CAMPO DE SANTANA,"O Campo de Santana (Praça da República, s/n), tombado pelo INEPAC (1968) e pelo IPHAN (2012), apresenta vegetação densa e áreas abertas utilizadas para dispersão após delitos praticados nas vias adjacentes. Vistoria realizada pela Comissão de Assuntos Urbanos da Câmara Municipal em junho de 2025 constatou presença de população em situação de rua (PSR) em múltiplos pontos do parque, usuários de entorpecentes com abordagens agressivas a transeuntes, lixo acumulado em grande volume e falha grave na iluminação de setores internos. O parque é considerado um dos logradouros mais perigosos do Centro, com alto número de assaltos registrados em seu interior. Os pontos de ônibus na Av. Marechal Floriano (fronteira sul) e na Av. Presidente Vargas (fronteira norte) apresentam grande concentração de usuários que cruzam o parque diariamente, tornando o trajeto de risco permanente.",pedestres cruzando o parque entre os terminais de ônibus adjacentes,setores internos sem iluminação e vegetação densa favorecendo abordagens noturnas,bancos e estruturas de lazer ocupados por PSR como pontos fixos,vias do entorno utilizadas como corredores de fuga após delitos,saídas abertas para a Av. Presidente Vargas e Av. Marechal Floriano,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à Central do Brasil (07h–09h e 17h–20h) e a Praça Floriano no período noturno|melhoria da iluminação pública — especialmente nos setores internos do Campo de Santana e no entorno da Praça Floriano|poda de vegetação — redução dos pontos de sombra no Campo de Santana que favorecem abordagens e permanência de PSR|fiscalização e ordenamento do comércio irregular — ações específicas no Camelódromo da Uruguaiana e nos acessos à Central do Brasil|ações integradas de ordenamento urbano — coordenação permanente entre Força Municipal, PMERJ, PCERJ e SEOP, com operações abrangendo o eixo completo do perímetro"
20,Presidente Vargas - Campo de Santana - Central do Brasil - Cinelândia,1.3476,7870.3,-22.907175170707294,-43.18513805652455,-22.9141403181008,-43.1974822319151,-22.9009894400939,-43.1744061558548,RI_017_2026,PRESIDENTE VARGAS – CAMPO DE SANTANA – CENTRAL – CINELÂNDIA,0.857,2,CENTRAL DO BRASIL / CINELÂNDIA,"Os acessos à Central do Brasil (Praça Cristiano Ottoni, s/n) e à Cinelândia (Praça Floriano, s/n) apresentam grande circulação de pessoas, comércio irregular e múltiplas rotas de evasão utilizadas após a prática criminosa. A Central do Brasil integra os ramais da SuperVia, as Linhas 1 e 2 do MetrôRio e o VLT Carioca, com fluxo superior a 600 mil passageiros diários — o maior nó de transporte público do país. Grupos de furtadores e menores infratores operam em bando nas proximidades das catracas e acessos externos, especialmente nos horários de pico (07h–09h e 17h–20h). Na Cinelândia, os registros de furtos e roubos cresceram 46% no Carnaval de 2025, com a região respondendo por 33% das ocorrências da cidade (contra 26% no ano anterior), demandando reuniões consecutivas na Câmara Municipal para discussão de plano emergencial de segurança.","600 mil passageiros/dia na Central do Brasil, maior nó de transporte do país",corredores internos da estação e entorno da Praça Floriano no período noturno,comércio irregular nos acessos criando pontos cegos para a fiscalização,VLT e bicicletas utilizados como rotas de fuga após a prática criminosa,convergência de múltiplos modais viabiliza fuga em qualquer direção,"A dinâmica criminal observada indica predominância de indivíduos atuando a pé, motocicletas e bicicletas, aproveitando momentos de distração das vítimas em áreas de espera, travessias e acessos ao transporte público.","reforço do patrulhamento preventivo — com missões dirigidas por horário e local, priorizando os acessos à Central do Brasil (07h–09h e 17h–20h) e a Praça Floriano no período noturno|melhoria da iluminação pública — especialmente nos setores internos do Campo de Santana e no entorno da Praça Floriano|poda de vegetação — redução dos pontos de sombra no Campo de Santana que favorecem abordagens e permanência de PSR|fiscalização e ordenamento do comércio irregular — ações específicas no Camelódromo da Uruguaiana e nos acessos à Central do Brasil|ações integradas de ordenamento urbano — coordenação permanente entre Força Municipal, PMERJ, PCERJ e SEOP, com operações abrangendo o eixo completo do perímetro"
